Año,Mes,Año pago,Sistema,ZONA,RUTAS,VIAJES VALIDADOS,TOTAL,EMPRESA,
2023,1,2023,MI TRANSPORTE,AMG,C-107,62542,"$31,271.00",MOVILIDAD Y DIGNIDAD SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C01,328060,"$164,030.00",ALIANZA OBLATOS COLONIAS SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,C01-CDG,40982,"$20,491.00",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C02,274578,"$137,289.00",PASAJEROS DE OBLATOS SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,C02-CDG,24127,"$12,063.50",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C03,348120,"$174,060.00",OPERADORA ALIANZA MEXICALTZINGO,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,C03-CDG,46319,"$23,159.50",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,C04-CDG,42842,"$21,421.00",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,C04-TEP,9408,"$4,704.00",TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,C05-CDG,28711,"$14,355.50",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C06-1,141851,"$70,925.50",RUTA 136A CENTRO SAN PEDRITO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C09,347720,"$173,860.00",ALIANZA DE TRANSPORTISTAS DE NORTE Y SUR SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C10,144872,"$72,436.00",EXCELENCIA EN TRANSPORTACION NORTE Y SUR SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C103,0,$0.00,SERVICIOS COORDINADOS TLAJOMULCO TIMOS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C104,505216,"$252,608.00",RUTA 629 TRANSPORTES PUBLICO COORDINADO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C105,297723,"$148,861.50",TRANSPORTES ROGAN PLUS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C106,73630,"$36,815.00",TRANSPORTES ROGAN PLUS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C108,359682,"$179,841.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C111,159516,"$79,758.00",RUTA COMPLEMENTARIA C111 SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C111-2,150716,"$75,358.00",RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C111-V3,141959,"$70,979.50",TRONCAL 13 SOLIDARIDAD SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C113,129649,"$64,824.50",TRANSPORJAL SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C114-V1,62911,"$31,455.50",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C115,501075,"$250,537.50",RUTA 623 GDL SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C116,80783,"$40,391.50",TRANSPORTES TRUPEG S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C119,161518,"$80,759.00",COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C12,198144,"$99,072.00",SANITAMAX SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C120,673550,"$336,775.00",R25 URBANOS SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C121A,369387,"$184,693.50",GRUPO TRANSPORTES UNIDOS ZMG SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C123V1,471046,"$235,523.00",OPERADORA ALIANZA CENTRO COLONIAS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C124,53655,"$26,827.50",TRANSPORTE EN LINEA DE GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C125V2,519177,"$259,588.50",AUTOTRANSPORTES SANVER SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C129,163531,"$81,765.50",AUTOTRANSPORTES SANVER SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C135,77213,"$38,606.50",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C136,95692,"$47,846.00",ECOBUSES TAPATIOS 2020 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C14,287520,"$143,760.00",ALIANZA DE CONCESIONARIOS RUTA 175 A S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C15,476009,"$238,004.50",TRANSPORTE URBANO DE JALISCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C16,58341,"$29,170.50",RUTAS MODERNAS 602 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C17,247047,"$123,523.50",RUTA EMPRESA ALIANZA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C18,141111,"$70,555.50",MILHER AUTOBUSES SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C21,124188,"$62,094.00",RUTA MODERNA 602 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C23,139016,"$69,508.00",TRANSPORTE MODERNO DE JALISCO SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C24,130104,"$65,052.00",MOVILIDAD Y DIGNIDAD SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C27,0,$0.00,RUTA 605 TONALA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C28,262156,"$131,078.00",RUTA 608 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C29,585045,"$292,522.50",UNION DE TRANSPORTE COLECTIVO DE GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C30,483364,"$241,682.00",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C31,64235,"$32,117.50",UNION DE TRANSPORTISTAS MEXICANOS R616 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C32,0,$0.00,RUTA 639 ALAMEDAS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C33,257310,"$128,655.00",TRANURBA R142 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C36,0,$0.00,TRANSPORTE DE JALISCO RUTA 612 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C37,593562,"$296,781.00",ASOCIACION DE TRANSPORTISTAS DE LA RUTA 614 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C38,0,$0.00,TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C39,134991,"$67,495.50",TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C40,85336,"$42,668.00",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C41,298846,"$149,423.00",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C42,119077,"$59,538.50",RUTA 624 CENTRAL VIEJA EL BRISEÑO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C43,322341,"$161,170.50",TRANSPORTES RIO BLANCO VALDEPEÑAS S DE RL DE DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C44,90636,"$45,318.00",TRANSPORTE URBANO C45 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C45,137326,"$68,663.00",TRANSPORTE URBANO C45 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C46,474603,"$237,301.50",TRANSPORTISTAS R643 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C47-V1,0,$0.00,AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C47-V2,101450,"$50,725.00",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C48,152897,"$76,448.50",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C49V1,131440,"$65,720.00",TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C49V2,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C49V3,70813,"$35,406.50",TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C50V2,52182,"$26,091.00",TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C51V1,0,$0.00,TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C51V2,39812,"$19,906.00",TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C52,0,$0.00,TRANSPORTACION URBANA METROPOLITANA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C58,184966,"$92,483.00",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C60,135861,"$67,930.50",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO S A DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C61,74677,"$37,338.50",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C62,134919,"$67,459.50",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C63,116196,"$58,098.00",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C64,202459,"$101,229.50",MODELO INNOVADORA R27 R27A S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C65,98727,"$49,363.50",RUTA 27 Y 27A SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C67-V1,207168,"$103,584.00",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C67-V2,248940,"$124,470.00",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C69,0,$0.00,PUNTO DE ENCUENTRO 321 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C71,148449,"$74,224.50",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C72,129148,"$64,574.00",TRANSPORTES 170B SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C73,278154,"$139,077.00",MOVILIDAD URBANA CENTINELA INDIGENA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C74,0,$0.00,MOVILIDAD COORDINADA DE ZAPOPAN JALISCO DE LA RUTA 101 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C75,309427,"$154,713.50",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C76,100577,"$50,288.50",TRANSPORJAL SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C77,158841,"$79,420.50",RUTA 623A TESORO CANTAROS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C78,285563,"$142,781.50",619A Y ASOCIADOS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C79,243138,"$121,569.00",TRANSPORTES EMPRESARIALES 640 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C81-1,269057,"$134,528.50",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C82-1,306058,"$153,029.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C83,141210,"$70,605.00",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C84,414021,"$207,010.50",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C85,193606,"$96,803.00",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C86,252377,"$126,188.50",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C87,178811,"$89,405.50",TRANSPORTACIO URBANA METROPOLITANA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C88,75780,"$37,890.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C90,9666,"$4,833.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C91,7990,"$3,995.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C93,4954,"$2,477.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C97-V1,109783,"$54,891.50",TRANSPORTACIONES ELITE R275 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C99,45313,"$22,656.50",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,SB01-CDG,16780,"$8,390.00",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T01,400938,"$200,469.00",TRANSPORTE INTEGRADO ALIANZA SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,T01-CDG,20441,"$10,220.50",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,CIUDAD GUZMAN,T02-CDG,37441,"$18,720.50",CAZEV SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,T02-TEP,2960,"$1,480.00",TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T04A-01,1052009,"$526,004.50",CORREDOR LAZARO CARDENAS RUTA 646 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T04B,703070,"$351,535.00",EXCELENCIA EN TRANSPORTACION TLAQUEPAQUE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T06-03,205333,"$102,666.50",RUTA COMPLEMENTARIA DE OCCIDENTE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T06-1,246566,"$123,283.00",RUTA TRANCAL DE OCCIDENTE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T06-2,345043,"$172,521.50",ALIANZA COORDINADO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T06-C01,96286,"$48,143.00",MILHER AUTOBUSES SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T07,74924,"$37,462.00",TRONCAL ENRIQUE DIAZ DE LEON SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T07-C01,117019,"$58,509.50",TRANSPORTE MODERNO EJE NORTE SUR S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T08,699776,"$349,888.00",TRONCAL AMERICAS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T08-C01,131638,"$65,819.00",TRONCAL AMERICAS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T09,598597,"$299,298.50",TRANSPORTISTAS RUTA 604 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T10,132143,"$66,071.50",RUTA 626 GDL SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T10-C01,101925,"$50,962.50",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T10-C02,103097,"$51,548.50",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T10-C03,58714,"$29,357.00",RUTA 626 GDL SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T11A,278887,"$139,443.50",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T11A-C01,139066,"$69,533.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T11A-C02,211104,"$105,552.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T11A-C03,191206,"$95,603.00",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T11B-C01,161342,"$80,671.00",RUTA 55 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13-C01-10,53933,"$26,966.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13A-1,95764,"$47,882.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13A-2,104281,"$52,140.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13A-C03-3,30793,"$15,396.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13A-C03-4,40410,"$20,205.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13B-5,238148,"$119,074.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13B-6,189563,"$94,781.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13B-C02-8,29517,"$14,758.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13C-9,161272,"$80,636.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13C-C01-11,15892,"$7,946.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13C-C02-12,30884,"$15,442.00",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13C-C02-13,28603,"$14,301.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13C-C02-14,40885,"$20,442.50",TRANSBUS EL SALTO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14A-C02,240254,"$120,127.00",RUTAS OPTIMIZADAS DE GUADALAJARA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14A-C04,332812,"$166,406.00",TRANSPORTE URBANO MEXICALTZINGO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14B-C02,163538,"$81,769.00",GRUPO TRANSPORTES UNIDOS ZMG SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-1,0,$0.00,OPERADORA DE SERVICIO 231C SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C04,60758,"$30,379.00",TRANSPORTES ZAPCON SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C05,83675,"$41,837.50",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C06,12981,"$6,490.50",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C1,222470,"$111,235.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C2,194600,"$97,300.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T15-C3,22018,"$11,009.00",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16A-C01,118018,"$59,009.00",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16B-1,11403,"$5,701.50",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C02,131195,"$65,597.50",VANGUARDIA Y CAMBIO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C03,463356,"$231,678.00",MOVILIDAD URBANA INTERMUNICIPAL DE OCCIDENTE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C06,153927,"$76,963.50",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C07,135899,"$67,949.50",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C08,148545,"$74,272.50",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2023,1,2023,MI TRANSPORTE,AMG,T17,519560,"$259,780.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T17-1,142910,"$71,455.00",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T18-1A,715387,"$357,693.50",FEDERALISMO 622 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T18-1B,0,$0.00,TRANSPORTISTAS UNIDOS TRONCAL DIECIOCHO S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C34,0,,RUTA 51 ZONA ORIENTE S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C35,0,,RUTA 51 ZONA ORIENTE S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C130,0,,TRANSPORTES TLAJOMULCO SERVICIO VILLEGAS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C-54,0,,RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C97-V2,0,,SJG DEL 15 S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T02,0,,ALIANZA CAMIONERA TLAQUEPAQUE SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14B,0,,CONCESIONARIOS UNIDOS NORTE SUR DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14B-C01,0,,COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T14A,0,,CORREDOR METROPOLITANO DE JALISCO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C07-01,0,,FAHER TRASNPORTISTAS S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T17-C01,0,,GREEN BUS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C96-V1,0,,MOVILIDAD URBANA SAN MARTIN S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C08,0,,MOVIMIENTO EN PUNTO JIRA S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T13,0,,#N/D,
2023,1,2023,MI TRANSPORTE,AMG,T11B,0,,RUTA 55 SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C102,0,,SERVICIOS COORDINADOS TLAJOMULCO TIMOS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,T16B-C01,0,,SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C110,0,,SERVITRANSPORTE METROPOLITANO SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,C01-TEP,0,,TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,C02-TEP,0,,TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,C03-TEP,0,,TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,TEPATITLAN,T01-TEP,0,,TEPABUS SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C80-V1,0,,TRANSPORTES MACROPERIFERICO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C80-V2,0,,TRANSPORTES MACROPERIFERICO SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C50-V1,0,,TRANSPORTES MIRASOL S DE RL DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C128A-V2,0,,TRANSPORTES SUB URBANOS GUADALAJARA SANTA ANITA SA DE CV,
2023,1,2023,MI TRANSPORTE,AMG,C118,0,,TVO62 SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC03,18462,"$9,231.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC05,25476,"$12,738.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC06,39159,"$19,579.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC07,14446,"$7,223.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC08,53708,"$26,854.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC09,6514,"$3,257.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC10,3826,"$1,913.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC13,894,$447.00,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC15,31424,"$15,712.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC16,43198,"$21,599.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC17,26945,"$13,472.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC18,89264,"$44,632.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC19,187555,"$93,777.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC20,125899,"$62,949.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,AMC21,185186,"$92,593.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO CALZADA,AMG,TMC,2884210,"$1,442,105.00",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A01-P,400,$200.00,PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A01-R,176055,"$88,027.50",OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A02-P,139689,"$69,844.50",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A02-R,632,$316.00,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A03-P,18582,"$9,291.00",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A03-R,54,$27.00,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A04-P,226942,"$113,471.00",PERIBUS METROPOLITANO SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A04-R,55,$27.50,OPERADORA MACROBUS SA DE CV,
2023,1,2023,MI MACRO PERIFERICO,AMG,MP-A05-1-P,98947,"$49,473.50",PERIBUS METROPOLITANO SA DE CV,
