Año,Mes,Año pago,Sistema,ZONA,RUTAS,VIAJES VALIDADOS,TOTAL,EMPRESA,
2025,9,2025,MI TRANSPORTE,AMG,C17,231671,"$384,573.86",RUTA EMPRESA ALIANZA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C18,83768,"$139,054.88",MILHER AUTOBUSES SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C21,145118,"$240,895.88",RUTA MODERNA 602 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C23,205424,"$341,003.84",TRANSPORTE MODERNO DE JALISCO SAPI DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C24,6749,"$11,203.34",MOVILIDAD Y DIGNIDAD SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C27,338559,"$562,007.94",RUTA 605 TONALA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C28,134901,"$223,935.66",RUTA 608 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C29,566589,"$940,537.74",UNION DE TRANSPORTE COLECTIVO DE GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C30,401981,"$667,288.46",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C31,22655,"$37,607.30",UNION DE TRANSPORTISTAS MEXICANOS R616 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C32,318172,"$528,165.52",RUTA 639 ALAMEDAS SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C33,365004,"$605,906.64",TRANURBA R142 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C36,407496,"$676,443.36",TRANSPORTE DE JALISCO RUTA 612 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C37,682027,"$1,132,164.82",ASOCIACION DE TRANSPORTISTAS DE LA RUTA 614 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C38,158316,"$262,804.56",TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C39,167711,"$278,400.26",TRANSPORTE SUBROGADO DEL ARIENTE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C40,364324,"$604,777.84",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C42,85091,"$141,251.06",RUTA 624 CENTRAL VIEJA EL BRISEÑO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C43,337023,"$559,458.18",TRANSPORTES RIO BLANCO VALDEPEÑAS S DE RL DE DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C44,135122,"$224,302.52",TRANSPORTE URBANO C45 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C45,128647,"$213,554.02",TRANSPORTE URBANO C45 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C46,614610,"$1,020,252.60",TRANSPORTISTAS R643 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C47-V1,168809,"$280,222.94",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C47-V2,253907,"$421,485.62",AUTOTRANSPORTES URBANOS 644A S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C48,149497,"$248,165.02",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C49V1,158328,"$262,824.48",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C49V2,30311,"$50,316.26",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C49V3,110880,"$184,060.80",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C50V2,97564,"$161,956.24",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C51V1,112491,"$186,735.06",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C51V2,91101,"$151,227.66",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C52,209785,"$348,243.10",TRANSPORTACION URBANA METROPOLITANA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C58,461361,"$765,859.26",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C60,208645,"$346,350.70",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO S A DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C61,97760,"$162,281.60",TRANSPORTE ZONA METROPOLITANA GUADALAJARA TLAQUEPAQUE TONALA EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C62,184711,"$306,620.26",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C63,140440,"$233,130.40",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C64,179239,"$297,536.74",MODELO INNOVADORA R27 R27A S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C67-V1,184942,"$307,003.72",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C67-V2,243949,"$404,955.34",TRANSPORTE URBANO TLAJOMULCO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C69,6029,"$10,008.14",PUNTO DE ENCUENTRO 321 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C71,68911,"$114,392.26",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C72,164067,"$272,351.22",TRANSPORTES 170B SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C73,287798,"$477,744.68",MOVILIDAD URBANA CENTINELA INDIGENA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C74,259639,"$431,000.74",MOVILIDAD COORDINADA DE ZAPOPAN JALISCO DE LA RUTA 101 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C75,384061,"$637,541.26",TRANSPORTES DE LA PLATA RUTA 611 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C76,153998,"$255,636.68",TRANSPORJAL SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C77,135309,"$224,612.94",RUTA 623A TESORO CANTAROS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C78,268237,"$445,273.42",619A Y ASOCIADOS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C79,113392,"$188,230.72",TRANSPORTES EMPRESARIALES 640 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C81-1,284496,"$472,263.36",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C82-1,282987,"$469,758.42",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C83,174380,"$289,470.80",TRANSPORTE GDL TLAQ EL SALTO Y TRAJOMULCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C84,478227,"$793,856.82",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C85,166754,"$276,811.64",AUTOBUSES URBANOS TABACHINES S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C86,318572,"$528,829.52",LOGISTICA INNOVATIVA DE CAMIONES Y ENLACES SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C87,223270,"$370,628.20",TRANSPORTACIO URBANA METROPOLITANA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C97-V1,216785,"$359,863.10",TRANSPORTACIONES ELITE R275 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C99,24206,"$40,181.96",TRANSPORTE PUBLICO ESTRUCTURADO SA DE CV,
2025,9,2025,MI TRANSPORTE,CIUDAD GUZMAN,SB01-CDG,22419,"$37,215.54",CAZEV SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T01,459308,"$762,451.28",TRANSPORTE INTEGRADO ALIANZA SA DE CV,
2025,9,2025,MI TRANSPORTE,CIUDAD GUZMAN,T01-CDG,28096,"$46,639.36",CAZEV SA DE CV,
2025,9,2025,MI TRANSPORTE,CIUDAD GUZMAN,T02-CDG,99354,"$164,927.64",CAZEV SA DE CV,
2025,9,2025,MI TRANSPORTE,TEPATITLAN,T02-TEP,33958,"$56,370.28",TEPABUS SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T04A-01,1015784,"$1,686,201.44",CORREDOR LAZARO CARDENAS RUTA 646 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T04B,823766,"$1,367,451.56",EXCELENCIA EN TRANSPORTACION TLAQUEPAQUE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T06-03,191413,"$317,745.58",RUTA COMPLEMENTARIA DE OCCIDENTE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T06-1,254679,"$422,767.14",RUTA TRANCAL DE OCCIDENTE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T06-2,297175,"$493,310.50",ALIANZA COORDINADO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T06-C01,59941,"$99,502.06",MILHER AUTOBUSES SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T07,8570,"$14,226.20",TRONCAL ENRIQUE DIAZ DE LEON SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T07-C01,96555,"$160,281.30",TRANSPORTE MODERNO EJE NORTE SUR S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T08,773855,"$1,284,599.30",TRONCAL AMERICAS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T08-C01,151989,"$252,301.74",TRONCAL AMERICAS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T09,598740,"$993,908.40",TRANSPORTISTAS RUTA 604 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T10,142291,"$236,203.06",RUTA 626 GDL SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T10-C01,148429,"$246,392.14",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T10-C02,126901,"$210,655.66",MOVILIDAD INTERURBANA METROPOLITANA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11A,256706,"$426,131.96",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11A-C01,111161,"$184,527.26",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11A-C02,229259,"$380,569.94",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11A-C03,220663,"$366,300.58",MOVILIDAD ZAPOPAN GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11B-C01,106686,"$177,098.76",RUTA 55 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13-C01-10,50679,"$84,127.14",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-1,161143,"$267,497.38",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-2,93082,"$154,516.12",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13B-5,65320,"$108,431.20",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13B-6,120541,"$200,098.06",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13B-C02-8,22154,"$36,775.64",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13C-9,103484,"$171,783.44",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13C-C01-11,64457,"$106,998.62",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14A-C04,543716,"$902,568.56",TRANSPORTE URBANO MEXICALTZINGO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-1,86269,"$143,206.54",OPERADORA DE SERVICIO 231C SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C04,12727,"$21,126.82",TRANSPORTES ZAPCON SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C05,54741,"$90,870.06",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C06,29755,"$49,393.30",UNION DE TRANSPORTISTAS TLAXICONXINGO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C1,239056,"$396,832.96",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C2,167294,"$277,708.04",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15-C3,40462,"$67,166.92",TRANSPORTES URBANOS DE CALIDAD T15 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16A-C01,65491,"$108,715.06",VANGUARDIA Y CAMBIO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16B-1,13743,"$22,813.38",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C02,67030,"$111,269.80",VANGUARDIA Y CAMBIO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C03,490955,"$814,985.30",MOVILIDAD URBANA INTERMUNICIPAL DE OCCIDENTE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C06,183173,"$304,067.18",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C07,196877,"$326,815.82",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C08,176950,"$293,737.00",RUTA 24 A SOCIEDAD COOPERATIVA DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE,
2025,9,2025,MI TRANSPORTE,AMG,T17,596190,"$989,675.40",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T17-1,311626,"$517,299.16",TRANSPORTES ZAPOPAN RUTA 632 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T18-1A,768070,"$1,274,996.20",FEDERALISMO 622 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T18-1B,728123,"$1,208,684.18",TRANSPORTISTAS UNIDOS TRONCAL DIECIOCHO S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C34,464608,"$771,249.28",RUTA 51 ZONA ORIENTE S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C35,193147,"$320,624.02",RUTA 51 ZONA ORIENTE S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C130,152535,"$253,208.10",TRANSPORTES TLAJOMULCO SERVICIO VILLEGAS SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C-54,21039,"$34,924.74",RUTA COMPLEMENTARIA C111 2 SAPI DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C97-V2,35169,"$58,380.54",SJG DEL 15 S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T02,494242,"$820,441.72",ALIANZA CAMIONERA TLAQUEPAQUE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14B,48530,"$80,559.80",CONCESIONARIOS UNIDOS NORTE SUR DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14B-C01,506292,"$840,444.72",COORDINADORA DEL TRANSPORTE TAPATIOS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14A,0,$0.00,CORREDOR METROPOLITANO DE JALISCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C07-01,284247,"$471,850.02",FAHER TRASNPORTISTAS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C96-V1,173928,"$288,720.48",MOVILIDAD URBANA SAN MARTIN S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C08,105696,"$175,455.36",MOVIMIENTO EN PUNTO JIRA S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T11B,281159,"$466,723.94",RUTA 55 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T16B-C01,264407,"$438,915.62",SERVICIOS URBANOS DE TRANSPORTE APH S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C110,649073,"$1,077,461.18",SERVITRANSPORTE METROPOLITANO SA DE CV,
2025,9,2025,MI TRANSPORTE,TEPATITLAN,C01-TEP,5690,"$9,445.40",TEPABUS SA DE CV,
2025,9,2025,MI TRANSPORTE,TEPATITLAN,C02-TEP,9931,"$16,485.46",TEPABUS SA DE CV,
2025,9,2025,MI TRANSPORTE,TEPATITLAN,C03-TEP,25824,"$42,867.84",TEPABUS SA DE CV,
2025,9,2025,MI TRANSPORTE,TEPATITLAN,T01-TEP,42126,"$69,929.16",TEPABUS SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T07-C04,2810,"$4,664.60",TRANSPORTES GDL CENTRO SUR SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C50V1,135045,"$224,174.70",TRANSPORTES MIRASOL S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C128A-V2,10760,"$17,861.60",TRANSPORTES SUB URBANOS GUADALAJARA SANTA ANITA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C118,10593,"$17,584.38",TVO62 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-C01,55516,"$92,156.56",RUTA SAN JOSE SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-C03-3,52012,"$86,339.92",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14B-C03-1,174936,"$290,393.76",TRANSPORTES VANGUARDISTAS DE GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14B-C03-2,171687,"$285,000.42",TRANSPORTES VANGUARDISTAS DE GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13B-C01-7,64645,"$107,310.70",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13B-1,137011,"$227,438.26",RUTA 176B DE TUTSA S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,CIUDAD GUZMAN,T03A-CDG,227098,"$376,982.68",TRANSPORTES URBANOS OCHOAS SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T21,180584,"$299,769.44",AUTOBUSES DE ZAPOTLANEJO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T21-C01,149459,"$248,101.94",AUTOBUSES DE ZAPOTLANEJO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-5,206658,"$343,052.28",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-6,63129,"$104,794.14",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2025,9,2025,MI TRANSPORTE,LAGOS DE MORENO,T01-LGM,430813,"$715,149.58",TURLAGOS S DE RL DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,T01-PV,40,$66.40,TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,T02-PV,89,$147.74,TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,T03-PV,963,"$1,598.58",TRANSPORTE UNIDO COSTA PACIFICO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T14A-C02-C03,316320,"$525,091.20",RUTAS OPTIMIZADAS DE GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13D,29537,"$49,031.42",AUTOTRANSPORTES GUADALAJARA CHAPALA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T04A-C01,109110,"$181,122.60",CORREDOR LÁZARO CÁRDENAS RUTA 646 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T15,241879,"$401,519.14",OPERADORA DE SERVICIO 231 SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C41-V1,194097,"$322,201.02",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C41-V2,205332,"$340,851.12",RUTA 619 GUADALAJARA TLAJOMULCO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C114-V2,54980,"$91,266.80",TRANSPORTE PÚBLICO ESTRUCTURADO SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C26B-U-PV,272214,"$451,875.24",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C29-U-PV,182070,"$302,236.20",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C124,101214,"$168,015.24",TRANSPORTE EN LINEA DE GUADALAJARA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C01-U-PV,159387,"$264,582.42",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C03A-B-U-PV,92199,"$153,050.34",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C21-U-PV,231802,"$384,791.32",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C22-U-PV,69775,"$115,826.50",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C25-U-PV,379998,"$630,796.68",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C28-U-PV,137272,"$227,871.52",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C31-U-PV,89447,"$148,482.02",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C35-U-PV,148134,"$245,902.44",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C36-U-PV,75406,"$125,173.96",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C37-U-PV,45366,"$75,307.56",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T10-C03,213379,"$354,209.14",RUTA 626 GDL SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C88,58259,"$96,709.94",VANGUARDIA Y CAMBIO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13C-C02-14,67402,"$111,887.32",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,C100,100076,"$166,126.16",TRANSPORTE PÚBLICO ESTRUCTURADO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13A-C03-4,15847,"$26,306.02",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13C-C02-13,31513,"$52,311.58",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,AMG,T13C-C02-12,2750,"$4,565.00",TRANSBUS EL SALTO SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C21A-U-PV,131812,"$218,807.92",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C22A-U-PV,141297,"$234,553.02",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C2-U-PV,80615,"$133,820.90",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI TRANSPORTE,PUERTO VALLARTA,C32-U-PV,103234,"$171,368.44",UNIBUS PUERTO VALLARTA SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,TMC,2947666,"$4,893,125.56",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC05,14609,"$24,250.94",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC06,39410,"$65,420.60",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC07,16734,"$27,778.44",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC08,78965,"$131,081.90",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC15,35811,"$59,446.26",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC16,59343,"$98,509.38",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC17,35992,"$59,746.72",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC18,93920,"$155,907.20",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC19,190297,"$315,893.02",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC20,135004,"$224,106.64",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC21,179024,"$297,179.84",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC09,33479,"$55,575.14",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC10,37116,"$61,612.56",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC13,1118,"$1,855.88",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO CALZADA,AMG,AMC03,6614,"$10,979.24",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-T0,4159653,"$6,905,023.98",PERIBUS METROPOLITANO SA DE CV / OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A01-R,283862,"$471,210.92",OPERADORA MACROBUS SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A02-P,196104,"$325,532.64",PERIBUS METROPOLITANO SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A04-P,440141,"$730,634.06",PERIBUS METROPOLITANO SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A05-1-P,121488,"$201,670.08",PERIBUS METROPOLITANO SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A05-2-P,166463,"$276,328.58",PERIBUS METROPOLITANO SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A06-P,181992,"$302,106.72",PERIBUS METROPOLITANO SA DE CV,
2025,9,2025,MI MACRO PERIFERICO,AMG,MP-A10-P,17,$28.22,PERIBUS METROPOLITANO SA DE CV,
